id,replied_by_pinol,parent_comment_id,text,author,no_of_replies
2201010166648107-1,False,0,"Of all the previous DA secretaries we had you are far more the busiest,most industrious,hands on,most initiative,productive,intelligent,articulate,innovative,honest,helpful, Humble DA secretaries Philipines had.You set the bar high when it comes to accomplishments!Bravo Sec. Piñol iba talaga ang DA secretary na laking bukid!!!Best fit with your job...",Vill Arevalo,0
2201010166648107-2,False,0,"As you promote sales, promote too replanting as well as an expanded R&D.",Adagulfo Sungcal,0
2201010166648107-3,False,0,"yung pure cocovinegar po sana promote din, from sap (not cocowater), it can rival the famous apple cider.  https://www.superfoodly.com/benefits-of-coconut-vinegar-vs-apple-cider-vinegar/",Leo Ca,0
2201010166648107-4,False,0,...you are not only a good Agriculture secretary but also a good Salesperson. More power to you Sec. Piñol👍👌👊🇵🇭,Gerry Pagusara Abelgas,0
2201010166648107-5,False,0,"Include coco jam spread as another product to promote, as well as the bukayo candies (grated coconut cooked in molasses)",Manuel Caramancion,1
2201010166648107-6,False,2201010166648107-5,Manuel Caramancion :  Pinoy pastries improved with 60% less sugar...mero malinamnam parin.,Reynaldo A. Juan,0
2201010166648107-7,False,0,"March 6  -Buying price should be 25 or you're out...  March 25  -Price dips even lower. As low as 13-15.   Now, sino ba ang na-out Sec.Piñol? May naout ba or puro pangako lang tayo?",Jay Tana,10
2201010166648107-8,False,2201010166648107-7,Jay Tana chismis radaw to pre 😤😤😤😤😤,Jomark Lyza Asuncion,0
2201010166648107-9,False,2201010166648107-7,Hahaha.. biktima na naman tayo ng papogi points..,Norberto Villagracia Saulon Jr.,0
2201010166648107-10,False,2201010166648107-7,Jay Tana  it was said in agreement between DA with coconut mill companies last December that farm gate price of coconut was supposed to be P24 per kilo but it was just in newspapers - merely papogi points.  Now the price of copra has further gone down.  What happened ??,Norberto Villagracia Saulon Jr.,0
2201010166648107-11,False,2201010166648107-7,Norberto Villagracia Saulon Jr. Dami kc hangin ang laman sa ulo nyan DA sec. sabi ni PRRD eh. Totoo nga walang bayag,Ding Gonzalez Lora,0
2201010166648107-12,False,2201010166648107-7,"Jay Tana, Sec. Manny is doing his best to improve our coconut industry.. the ""25"" buying price of coconut was his ""plea"" to the buyers of copra. Can you not see the sacrifice he is doing? A Cabinet Secretary ""pleading"" for the increase of copra to benefit the farmers? When Sec.Manny knows, that the price of copra is dictated by world market? This the time that we Filipinos must unite for the good of our farmers.. but if you have more good suggestion to increase the price of copra, kindly share it..",Bong Pinol,0
2201010166648107-13,False,2201010166648107-7,Bong Pinol January 2017 P40/kilo pa po benta namin.,Dayang Maki,0
2201010166648107-14,False,2201010166648107-7,latest copra price : 12 per kilo davao del sur!!! do something sir dili kay daghan ra kag istorya.. shit,Jad Dumayas,0
2201010166648107-15,False,2201010166648107-7,Jay Tana  sna alamin nyo ang situation sa bansa natin kaya di tayo umuunlad dahil kitid ng utak nyo humahanap nga ng paraan ang da sec para tumaas ang product ng coconut.. Di lang mantika ng niyog ang ginagawa ngayon dami ng ptodukto ang naging mantika kaya mura ang copra gets nyo mga dungol,Brandy Tongcua,0
2201010166648107-16,False,2201010166648107-7,Jay Tana wag kang manilaw jan puro pangako lng yan wala namang kita ngaun priz ng coconut halos hingiin nlng ng mga buyer paano eto ma solve kung hangang porma lng tayo.....,Femio D. Lebios,0
2201010166648107-17,False,2201010166648107-7,brandy di ka kasi farmer kaya di mo maramdaman ang hirap ng mga farmers..  ang DA may ginagawa? meron nga at yun ay ang pa unti unting pag kawala ng mailalapag na pagkain sa ibabaw ng mesa... sinamahan pa ng el niño .. patay na talaga...,Jad Dumayas,0
2201010166648107-18,False,0,Very good job Sir MannyPiñol. We are a tropical country and we are blessed to have deep rooted plants like fruit trees and other perennial fruits. Fruit plants agriculture has highest Value of Production per hectare per year.. Good for drought situations. Total national agric Value of Production will increase. Good marketing.,Nathaniel Acha,0
2201010166648107-19,False,0,"God bless you sir!!! Coconut is such a very useful product. I have been using it ever since. Just last night, I used fresh coconut milk for my hair and scalp treatment since shampoo is not that effective. I also used the grated coconut for whole body scrub as it makes my skin soft and smooth.",Nalyn P. Cañones,1
2201010166648107-20,False,2201010166648107-19,Nalyn P. Cañones coconut foot spa po dito Dublin is €60 try nyo rin po. Para mas maganda at effective soak mo muna ang paa mo with fresh pounded papaya leaves juice or yong young papaya leaves kahit hindi na pounded e massage mo sa paa. then after around 10mins massage mo ang grated coconut. meron nga kasabihan na ang mga mayayaman dito sa europe ay mas mahal pa ang shampoo nila sourced from organic plants kaysa isang buong araw na budget na pagkain sa mga 3rd world country po. as in all organic plant based diet ang mga mayayaman dito. meron na rin growing interest sa mga edible flowers like roses for food,Mary Ann Dabalos Rabadon,0
